# Sky View Factor Data
# Point_ID X Y Z SkyViewFactor
552 -4.16667 5.83333 0 0.70496
553 -2.5 5.83333 0 0.752765
554 -0.833333 5.83333 0 0.755249
555 0.833333 5.83333 0 0.813664
556 2.5 5.83333 0 0.865741
557 4.16667 5.83333 0 0.902333
558 5.83333 5.83333 0 0.880446
559 7.5 5.83333 0 0.826677
560 9.16667 5.83333 0 0.793766
561 10.8333 5.83333 0 0.74225
562 12.5 5.83333 0 0.836865
563 14.1667 5.83333 0 0.882615
564 15.8333 5.83333 0 0.921188
565 17.5 5.83333 0 0.969473
566 19.1667 5.83333 0 0.974872
567 20.8333 5.83333 0 0.98613
568 22.5 5.83333 0 0.995093
569 24.1667 5.83333 0 0.997261
570 -24.1667 7.5 0 0.999352
571 -22.5 7.5 0 0.998885
572 -20.8333 7.5 0 0.999153
573 -19.1667 7.5 0 0.996746
574 -17.5 7.5 0 0.989374
575 -15.8333 7.5 0 0.987378
576 -14.1667 7.5 0 0.971882
577 -12.5 7.5 0 0.967659
578 -10.8333 7.5 0 0.917535
579 -9.16667 7.5 0 0.897507
580 -7.5 7.5 0 0.884234
581 -5.83333 7.5 0 0.842219
582 -4.16667 7.5 0 0.824523
583 -2.5 7.5 0 0.819686
584 -0.833333 7.5 0 0.883616
585 0.833333 7.5 0 0.920332
586 2.5 7.5 0 0.938399
587 4.16667 7.5 0 0.928514
588 5.83333 7.5 0 0.910994
589 7.5 7.5 0 0.899713
590 9.16667 7.5 0 0.91849
591 10.8333 7.5 0 0.882796
592 12.5 7.5 0 0.946639
593 14.1667 7.5 0 0.925152
594 15.8333 7.5 0 0.967644
595 17.5 7.5 0 0.977374
