# Sky View Factor Data
# Point_ID X Y Z SkyViewFactor
4237 -5.17486 -1.83929 1.39333 0
4238 -5.53653 -0.217627 3.68 0
4239 -6.16234 -0.161998 3.99245 0
4240 -6.10648 -0.158648 3.99741 0
4241 -6.20053 -0.191798 3.99767 0
4242 -6.20185 -0.256854 4.00726 0
4243 -6.20988 -0.257962 3.99248 0
4244 -3.72423 2.03652 3.99245 0
4245 -3.72423 2.00846 3.99245 0
4246 -3.71688 1.98066 3.99741 0
4247 -3.84955 2.07258 3.99248 0
4248 -3.76486 2.0738 4.08445 0
4249 -3.80986 2.09428 3.86734 0
4250 -3.81153 2.08071 4.08179 0
4251 -3.81153 2.08737 4.01 0
4252 -5.26423 2.23064 1.00755 0
4253 -5.26155 2.21474 1.00781 0
4254 -5.21986 2.28071 0.94 0
4255 -5.13155 -1.14861 0.992187 0
4256 -5.21819 2.2938 0.86555 0
4257 -5.12688 -1.14567 1.00726 0
4258 -5.26623 -1.14553 0.99274 0
4259 -5.16292 -1.11594 0.99248 0
4260 -5.25688 -1.21931 1.00259 0
4261 -5.25955 -1.12742 0.99248 0
4262 -5.22153 -1.11594 1.00233 0
4263 -5.17653 -1.11263 1.01 0
4264 -5.21986 -1.11239 0.86555 0
4265 -3.73734 -3.232 0.992447 0
4266 -3.78153 -3.26929 1.08179 0
4267 -3.69529 -3.35465 1.00726 0.772597
4268 -3.77141 -3.31429 0.866882 0
4269 -3.79164 -3.27429 1.08312 0
4270 -0.191666 -0.285909 2.98667 0
4271 -7.6095 2.25605 0.654788 0
4272 -7.82314 2.25094 0.652804 0
4273 -7.71247 2.2589 0.849783 0
4274 -7.82314 2.26105 0.658216 0
4275 -7.88951 2.25182 0.787007 0
4276 -7.88422 2.24979 0.65526 0
4277 -7.93837 2.19623 0.84843 0
4278 -7.92955 2.22044 0.849363 0
4279 -7.94167 2.17988 0.848938 0
4280 -7.93593 2.18827 0.654603 0
4281 -7.93456 2.21833 0.662269 0
4282 -7.8751 2.24103 0.650085 0
4283 -7.92759 2.19883 0.645746 0
4284 -7.8702 2.26102 0.785 0
4285 -7.92535 2.19086 0.645098 0
4286 -7.93485 1.68663 0.647014 0
4287 -7.94146 1.63813 0.787007 0
4288 -7.67344 1.71184 0.645 0
4289 -7.85158 1.81773 0.645 0
4290 -7.79446 2.0051 0.65 0
4291 -7.73984 2.12617 0.65 0
4292 -7.79365 2.12413 0.65 0
4293 -7.70392 1.62752 0.65 0
4294 -7.78953 1.81273 0.65 0
4295 -7.89728 1.85915 0.652796 0
4296 -7.92811 1.79542 0.650241 0
4297 -7.90336 1.83733 0.650789 0
4298 -7.88582 1.86962 0.787007 0
4299 -7.85593 1.88951 0.661408 0
4300 -7.86394 1.8747 0.651584 0
4301 -7.86278 1.8731 0.650793 0
4302 -7.85224 1.87567 0.650951 0
4303 -7.87386 1.88033 0.849605 0
4304 -7.79737 1.88629 0.848938 0
4305 -7.71247 1.89052 0.661792 0
4306 -7.62569 1.86683 0.64511 0
4307 -7.84467 1.88591 0.787007 0
4308 -7.62015 1.87939 0.6514 0
4309 -7.61538 1.87606 0.651287 0
4310 -7.62571 1.86639 0.650068 0
4311 -7.62844 1.88448 0.849538 0
4312 -7.57049 1.83479 0.849736 0
4313 -7.556 1.81439 0.849382 0
4314 -7.55768 1.79519 0.653316 0
4315 -7.56487 2.07218 0.645227 0
4316 -7.55521 1.68663 0.648739 0
4317 -7.5656 2.07595 0.6501 0
4318 -7.55159 2.11039 0.787007 0
4319 -7.55007 1.66435 0.849811 0
4320 -7.58236 1.56526 0.662651 0
4321 -7.59017 1.56733 0.787007 0
4322 -7.6107 1.56524 0.65197 0
4323 -7.57938 1.57488 0.660315 0
4324 -7.57667 1.57414 0.849938 0
4325 -7.5613 1.59641 0.848631 0
4326 -7.57358 1.57961 0.787007 0
4327 -7.5645 1.5889 0.849637 0
4328 -7.55182 1.62265 0.849838 0
4329 -7.57139 1.58201 0.848265 0
4330 -7.66991 1.55275 0.653619 0
4331 -7.84161 1.55249 0.849806 0
4332 -7.69483 1.55251 0.849791 0
4333 -7.75678 1.55362 0.848949 0
4334 -7.93945 1.62239 0.651196 0
4335 -7.92162 1.59518 0.64653 0
4336 -7.93608 1.6134 0.657262 0
4337 -7.93998 1.62657 0.726004 0
4338 -7.9415 1.62217 0.849674 0
4339 -7.53191 1.6521 0.85 0
4340 -7.93189 2.26837 0.845 0
4341 -7.94544 1.93875 0.845 0
4342 -7.97984 1.94367 0.845 0
4343 -7.59889 1.53825 0.85 0
4344 -7.85175 1.53825 0.85 0
4345 -7.96114 1.6521 0.85 0
4346 -5.28986 3.73571 4.77333 0
4347 -5.50653 3.81904 4.75 0
4348 -6.26986 3.88571 5.16667 0.250678
4349 -0.113192 1.09571 4.44 0
4350 -0.0965253 1.09237 4.43667 0
4351 -0.103192 1.08904 3.8 0
4352 -0.196525 -0.514293 3.53333 0
4353 -4.02986 -3.11429 6.3662 0
4354 -4.09653 -3.24096 3.7858 0
4355 -7.99653 0.362373 4.13333 0
4356 -7.99653 2.26237 3.53333 0
4357 -2.38319 -3.11429 2.3 0
4358 -0.143192 2.18571 0.8 0
4359 -0.0698586 -1.61429 0.785796 0
4360 -0.109859 -1.61429 0.795 0
4361 -3.73719 0.218707 1 0
4362 -3.76986 0.361707 1 0
4363 -3.78867 0.222771 2 0
4364 -5.19853 -0.573343 0.4727 0
4365 -6.98817 3.68412 0.40285 0
4366 -7.99494 1.21735 0.51715 0
4367 -8.03251 1.19936 0.4219 0
4368 -6.97018 3.73968 0.4473 0
4369 -5.19853 -0.547943 0.4981 0
4370 -3.79802 0.225302 3 0
4371 -8.15653 -1.61429 0.776592 0
4372 -8.07986 -1.41096 1.76 0
4373 -7.26986 3.88571 0.840796 0.665802
4374 -8.04653 -1.83763 1.12 0
4375 -8.12986 3.88571 1.83333 0.532217
4376 -8.19653 -2.11429 0.514925 0.204245
4377 -6.14319 0.27904 2.75 0
4378 -2.41844 -2.64616 6.15433 0
4379 -5.18986 -1.29096 2.075 0
4380 -11.2632 3.81237 3 0
4381 -4.93653 -0.207627 3 0
4382 -8.19653 0.0223732 1 0
4383 -8.88319 -0.0142934 0.671667 0.265609
4384 -5.46319 -3.31429 2.83333 0.133851
4385 -1.19653 1.01814 0.840595 0
4386 -1.19653 1.47814 0.36869 0
4387 -0.863192 0.174802 1.625 0
4388 -0.196525 -0.821865 2.24369 0
4389 -1.19653 -0.208531 1.8406 0
4390 -7.81495 2.05378 0.987615 0
4391 -7.80254 2.05226 0.974574 0
4392 -7.81293 2.04993 0.990352 0
4393 -7.81519 2.05544 0.985651 0
4394 -7.77547 2.06401 0.993247 0
4395 -7.79168 2.07924 0.98008 0
4396 -7.79451 2.07407 0.987271 0
4397 -7.77739 2.06454 0.989188 0
4398 -7.78791 2.06091 0.976401 0
4399 -7.93376 1.91754 1 0
4400 -7.91786 1.92792 0.98 0
4401 -7.78735 2.05989 0.978877 0
4402 -7.91534 1.92595 0.99 0
4403 -7.93927 1.88376 0.98 0
4404 -7.85932 1.90888 1.02404 0
4405 -7.95592 1.91257 0.97 0
4406 -7.95157 1.89222 0.99 0
4407 -7.84528 1.9104 1.03578 0
4408 -7.85044 1.91084 1.03716 0
4409 -7.90841 1.91317 1.00225 0
4410 -7.90899 1.91693 0.860834 0
4411 -7.92908 1.93099 0.97 0
4412 -7.81608 2.05548 0.986679 0
4413 -7.87669 1.96755 0.910327 0
4414 -7.87142 1.96033 0.913386 0
4415 -7.94291 1.87033 0.85 0
4416 -7.90237 2.27316 0.85 0
4417 -7.96114 2.16095 0.85 0
4418 -7.53242 2.22108 0.85 0
4419 -7.5662 2.22745 0.656299 0
4420 -7.61016 2.24353 0.645746 0
4421 -7.61997 2.25539 0.651196 0
4422 -7.59376 2.24371 0.655765 0
4423 -7.62477 2.25997 0.657508 0
4424 -7.57723 2.22609 0.652912 0
4425 -7.55419 2.1918 0.661004 0
4426 -7.62161 2.2576 0.849611 0
4427 -7.59943 2.25538 0.663719 0
4428 -7.55119 2.18146 0.849339 0
4429 -7.55913 2.12479 0.652084 0
4430 -7.55605 2.12479 0.654454 0
4431 -7.55695 2.2051 0.848315 0
4432 -7.55682 1.99583 0.652539 0
4433 -7.56993 1.99164 0.651631 0
4434 -7.5721 2.23051 0.848792 0
4435 -7.55995 1.99049 0.849046 0
4436 -7.57125 1.9774 0.848648 0
4437 -7.61852 1.93822 0.648043 0
4438 -7.6415 1.92797 0.657116 0
4439 -7.65455 1.92511 0.848949 0
4440 -7.81464 1.92156 0.658896 0
4441 -7.6754 1.924 0.84979 0
4442 -7.82966 1.92398 0.849806 0
4443 -7.88259 1.93427 0.657489 0
4444 -7.85698 1.94042 0.645112 0
4445 -7.86726 1.92747 0.849753 0
4446 -7.87372 1.93087 0.849607 0
4447 -7.9012 1.97629 0.645166 0
4448 -7.90337 1.97408 0.65079 0
4449 -7.93095 2.01231 0.645832 0
4450 -7.94138 2.00441 0.65519 0
4451 -7.9218 2.00029 0.650075 0
4452 -7.93229 1.98829 0.849811 0
4453 -7.92812 1.98561 0.726004 0
4454 -7.93701 2.07218 0.654454 0
4455 -7.93944 1.9957 0.658274 0
4456 -7.94165 2.06294 0.84848 0
4457 -7.93938 2.12479 0.657543 0
4458 -7.73201 2.02714 0.646667 0
4459 -7.02986 1.58571 6.31261 0
4460 -6.64775 0.146237 0.38 0
4461 -6.55827 0.206028 0.36095 0
4462 -6.56938 0.119255 0.37365 0
4463 -6.58033 -0.185066 0.0349136 0
4464 -6.22684 0.246657 0.120317 0
4465 -5.38024 0.103028 0.0158636 0
4466 -5.73848 0.0384861 0.0158636 0
4467 -6.55253 -0.254318 0.0222136 0
4468 -5.42157 -0.135684 0.0222136 0
4469 -5.37878 -0.337091 0.0222136 0
4470 -6.55253 0.023731 0.0285636 0
4471 -5.35647 -0.353226 0.0459521 0
4472 -5.3571 -0.340198 0.0400235 0
4473 -6.62922 -0.209546 0.0158636 0
4474 -5.3781 -0.365824 0.0158636 0
4475 -5.30469 -0.324756 0.372243 0
4476 -5.36379 -0.250477 0.0359282 0
4477 -5.31393 0.0260488 0.269113 0
4478 -5.31962 -0.385705 0.137242 0
4479 -5.3668 -0.0513857 0.0351675 0
4480 -5.35059 0.14389 0.169403 0
4481 -5.30384 -0.213956 0.371481 0
4482 -5.38472 0.143208 0.052139 0
4483 -5.3651 0.116181 0.0384956 0
4484 -5.37997 0.115488 0.0357569 0
4485 -5.37339 0.186191 0.258621 0
4486 -5.30469 0.094169 0.372243 0
4487 -5.50741 0.159582 0.169403 0
4488 -5.97817 0.15044 0.067389 0
4489 -6.22752 0.149611 0.0650273 0
4490 -5.79813 0.148947 0.0610934 0
4491 -5.8892 0.168305 0.269113 0
4492 -5.89044 0.189507 0.137242 0
4493 -5.51 0.183923 0.377865 0
4494 -5.67774 0.129376 0.0389601 0
4495 -5.99459 0.183924 0.377866 0
4496 -6.03611 0.186731 0.378947 0
4497 -6.51567 0.0716434 0.0354609 0
4498 -6.47538 0.173538 0.137242 0
4499 -6.63487 0.0162239 0.376608 0
4500 -6.63545 0.0331298 0.137242 0
4501 -6.61858 0.0521286 0.378087 0
4502 -6.59337 -0.165204 0.0368067 0
4503 -6.48766 -0.326191 0.0363851 0
4504 -6.52307 -0.288542 0.0285636 0
4505 -6.4579 0.178838 0.258621 0
4506 -6.66175 -0.177032 0.137242 0
4507 -6.42315 -0.411679 0.378577 0
4508 -5.46617 -0.380587 0.0672249 0
4509 -5.49662 -0.377231 0.0566004 0
4510 -6.00076 -0.375263 0.0523531 0
4511 -5.79646 -0.372199 0.048206 0
4512 -6.33959 -0.415343 0.378446 0
4513 -6.09647 -0.417286 0.378919 0
4514 -5.99315 -0.410459 0.374234 0
4515 -10.4264 0.120707 0.4953 0
4516 -10.4389 0.120707 0.515851 0
4517 -10.4184 0.0954385 0.494246 0
4518 -11.187 0.127373 0.676667 0
4519 -11.3218 0.12404 0.676667 0.350698
4520 -10.4061 0.130707 1.32333 0
4521 -10.3928 0.127373 1.32333 0.113176
4522 -9.61862 0.127373 1.32333 0.166002
4523 -9.46378 0.12404 0.676667 0.255842
4524 -11.6415 0.13404 0.676667 0
4525 -10.377 0.11904 0.03 0.321099
4526 -10.506 0.11904 0.03 0.32526
4527 -9.70604 0.11904 0.03 0.192481
4528 -9.42217 0.11904 0.03 0.491579
4529 -9.68024 0.11904 0.03 0.363715
4530 -9.37056 0.11904 0.03 0.166446
4531 -9.54787 0.127373 1.97 0
4532 -10.0673 0.11904 1.97 0
4533 -9.5512 0.11904 1.97 0
4534 -11.6615 0.145707 0.666667 0
4535 -11.6415 0.112373 0.666667 0
4536 -1.16446 1.2838 1.34309 0
4537 -1.17779 1.2958 1.34309 0
4538 -1.15922 -1.4352 3.67178 0
4539 -9.42217 0.11904 1.97 0
4540 -1.18303 -1.4352 3.67178 0
4541 -1.16571 0.864802 1.79033 0
4542 -1.16138 2.0148 0.757664 0
4543 -1.18087 0.864802 1.81774 0
4544 -1.15813 0.864802 1.70403 0
4545 -1.17392 2.0148 0.76055 0
4546 -1.17081 2.0148 0.785654 0
4547 -1.17546 2.0148 0.766535 0
4548 -1.15813 -0.285198 2.54799 0
4549 -1.17546 2.0148 0.566535 0
4550 -1.17252 -0.285198 2.46146 0
4551 -1.17531 0.864802 1.48941 0
4552 -1.17546 -1.4352 3.27742 0
4553 -1.18412 0.864802 1.39758 0
4554 -1.17113 -1.4352 3.26291 0
4555 -1.17315 2.0148 0.453526 0
4556 -1.16756 0.864802 1.38895 0
4557 -0.233833 2.0148 0.877017 0
4558 -0.228592 1.9708 0.788738 0
4559 -0.214348 -0.285198 2.72944 0
4560 -0.224716 2.0148 0.66055 0
4561 -0.241925 1.9628 0.488119 0
4562 -0.21976 -1.4352 3.46452 0
4563 -0.223777 2.0148 0.684041 0
4564 -0.211243 -1.4352 3.49043 0
4565 -0.224716 2.0148 0.56055 0
4566 -0.234916 -0.285198 2.44799 0
4567 -0.226255 -1.4352 3.27742 0
4568 -0.223321 0.864802 1.48733 0
4569 -0.233833 -1.4352 3.18952 0
4570 -0.217738 -0.285198 2.25938 0
4571 -1.20125 2.0148 1.06618 0
4572 -1.13458 2.0148 1.09106 0
4573 -1.21038 1.50098 1.50431 0
4574 -1.13551 0.836744 2.06335 0
4575 -1.17325 0.864803 2.06298 0
4576 -1.13209 0.750538 2.12253 0
4577 -0.18318 1.50098 1.50385 0
4578 -0.234145 1.48802 1.4826 0
4579 -0.256495 -0.312709 2.96844 0
4580 -1.17613 -0.912096 3.51084 0
4581 -8.02319 1.47571 4.15 0
4582 -8.00986 -1.86429 4.16667 0
4583 -8.04319 2.06071 4.445 0
4584 -8.00986 -1.81429 4.45 0
4585 -7.99653 -2.23096 4.76667 0
4586 -4.09653 -3.18096 4.11667 0.299444
4587 -4.29653 -3.14096 4.75 0
4588 -4.29653 -3.15429 3.88333 0.220808
4589 -4.49653 -3.12763 4.75 0
4590 -0.113192 0.47904 3.8 0
4591 -0.113192 1.08571 4.43333 0.105821
4592 -0.196525 0.685707 4.78333 0
4593 -0.169859 0.485707 4.15 0
4594 -5.50653 3.78571 3.79833 0
4595 -2.78153 3.73237 1.155 0.0728411
4596 -2.59653 3.73571 1.75667 0
4597 -2.19653 3.71237 1.45 0
4598 -2.80653 3.75237 1.44 0
4599 -2.16819 3.73571 1.155 0
4600 -0.129859 2.38571 1.11667 0
4601 -0.156525 1.99071 1.745 0
4602 -0.156525 -2.20929 1.445 0
4603 -8.07986 -1.21429 1.43333 0
4604 -8.04653 -1.20763 1.43667 0
4605 -7.99653 -1.41429 1.78333 0
4606 -6.91319 3.75237 0.8 0
4607 -8.02319 -1.21429 1.15 0
4608 -8.10319 -1.21429 0.8061 0
4609 -6.30319 3.73571 1.11667 0
4610 -7.99653 -1.43096 0.866667 0
4611 -6.93986 3.68571 1.45 0
4612 -6.30653 3.75237 0.813125 0
4613 -8.01053 -1.43096 1.16667 0
4614 -2.24653 3.70771 1.16667 0
4615 -8.2088 2.07237 3.78104 0.0794219
4616 -8.07819 -1.81429 3.79158 0
4617 -4.69319 -3.32861 3.77928 0.367721
4618 -8.20965 -2.41096 3.7806 0.309516
4619 -4.69653 -3.32763 3.7693 0.416053
4620 -4.29653 -3.19763 3.8 0
4621 -0.113192 1.08571 3.79658 0
4622 -5.10819 3.90071 3.77654 0.580489
4623 -5.11153 3.85618 3.78242 0
4624 -5.70653 3.89737 3.76429 0.64254
4625 -2.19986 3.81285 0.790328 0.377817
4626 -8.12366 -1.21763 0.790328 0.334172
4627 -6.30986 3.85737 0.780621 0
4628 -8.21152 -1.21596 0.776541 0.191916
4629 -0.0281919 -1.61429 0.777468 0
4630 -8.16486 -1.81429 0.777468 0
4631 -7.99253 1.49037 4.36333 0
4632 -7.97756 -2.39118 4.37472 0
4633 -7.99253 -2.37896 4.43667 0
4634 -7.96865 -2.39633 4.37666 0
4635 -7.96885 -2.38272 4.41197 0
4636 -7.97531 -2.38226 4.41244 0
4637 -7.99053 -2.39118 4.41642 0
4638 -0.211572 1.0626 4.40601 0
4639 -0.200525 1.05037 4.43667 0
4640 -0.228634 1.05882 4.32 0
4641 -5.68386 3.68371 4.44 0
4642 -5.68386 3.68171 4.36 0
4643 -5.68341 3.67066 4.40601 0
4644 -5.67964 3.6687 4.40405 0
4645 -2.77553 3.68571 1.41167 0
4646 -2.76964 3.66209 1.41733 0
4647 -0.200525 2.35204 1.36167 0
4648 -0.204887 2.36683 1.40842 0
4649 -0.220173 2.36729 1.32 0
4650 -0.213966 2.35367 1.41088 0
4651 -0.202525 2.35882 1.42111 0
4652 -0.229097 -1.6454 1.37842 0
4653 -7.99053 -1.79163 1.36333 0
4654 -7.97465 -1.79633 1.40644 0
4655 -7.98192 -1.78741 1.42203 0
4656 -6.88763 3.65314 1.37842 0
4657 -5.51653 -0.13096 4.37333 0
4658 -5.77319 -0.24596 5.06 0
4659 -5.17653 -1.81929 0.686667 0
4660 -5.50153 -0.207627 4.38333 0
4661 -6.25153 -0.157627 4.35 0
4662 -3.80986 2.18071 3 0
4663 -5.17653 2.39071 0.686667 0
4664 -3.69319 1.63737 5.09 0
4665 -3.77986 1.65404 5.04 0
4666 -3.80653 2.15237 3.68 0
4667 -5.21653 1.86737 2.08 0
4668 -5.17653 -1.82929 1.38333 0
4669 -3.87153 -3.10929 0.686667 0
4670 -3.79319 2.14071 3.68 0
4671 -5.77986 -0.204293 3.68 0
4672 -6.20053 -0.184303 4.00233 0
4673 -6.19585 -0.164603 4.00778 0
4674 -6.16753 -0.295322 3.99767 0
4675 -6.13646 -0.291997 4.00755 0
4676 -6.20453 -0.281196 4.00752 0
4677 -6.20129 -0.278738 3.99222 0
4678 -6.20988 -0.249293 4.00233 0
4679 -3.72623 1.99442 4.00726 0
4680 -3.74322 2.08671 3.99767 0
4681 -5.15377 2.30538 0.99274 0
4682 -3.80653 2.07404 3.94 0
4683 -3.76319 2.06392 3.86867 0
4684 -3.76153 2.07059 3.86688 0
4685 -3.80986 2.08761 3.86555 0
4686 -5.15654 2.29471 1.00233 0
4687 -5.12555 -1.18761 0.997667 0
4688 -5.25097 2.29547 0.99222 0
4689 -5.25688 2.27013 1.00726 0
4690 -5.22963 2.30003 0.99222 0
4691 -5.13223 -1.21934 1.00259 0
4692 -5.17319 -1.10251 0.868668 0
4693 -5.25688 -1.12853 0.99222 0
4694 -5.21819 -1.1262 0.86555 0
4695 -5.21819 -1.13286 1.08266 0
4696 -3.75095 -3.35465 1.00726 0.332916
4697 -3.78488 -3.26929 1.00233 0
4698 -3.69741 -3.36532 0.997667 0.527944
4699 -3.77553 -3.2618 0.997667 0
4700 -3.68151 -3.36267 1.00233 0
4701 -3.76474 -3.27263 1.08133 0
4702 -3.76153 -3.31596 1.01 0.129043
4703 -7.77856 2.25894 0.849826 0
4704 -7.68986 2.25758 0.848458 0
4705 -7.79353 2.25889 0.849772 0
4706 -7.74242 2.2574 0.787007 0
4707 -7.94145 2.1861 0.84928 0
4708 -7.86959 2.25749 0.849332 0
4709 -7.92051 2.2297 0.660315 0
4710 -7.93944 2.20957 0.663719 0
4711 -7.92322 1.81673 0.645732 0
4712 -7.92406 2.22391 0.650165 0
4713 -7.90546 2.22915 0.64552 0
4714 -7.94511 1.68663 0.658216 0
4715 -7.93884 2.20876 0.65899 0
4716 -7.93784 2.12479 0.648739 0
4717 -7.93217 1.66033 0.651221 0
4718 -7.94136 2.12855 0.664007 0
4719 -7.94163 1.71181 0.848452 0
4720 -7.79365 1.68728 0.645 0
4721 -7.74787 1.68419 0.645 0
4722 -7.64231 1.65045 0.65 0
4723 -7.82131 1.77192 0.65 0
4724 -7.8699 1.79233 0.65 0
4725 -7.93987 1.79503 0.659125 0
4726 -7.92645 1.81017 0.650751 0
4727 -7.93433 1.82003 0.849729 0
4728 -7.89905 1.86094 0.657049 0
4729 -7.86497 1.87683 0.647207 0
4730 -7.86986 1.88107 0.726004 0
4731 -7.85245 1.87737 0.646287 0
4732 -7.87078 1.87978 0.659689 0
4733 -7.88201 1.87525 0.849931 0
4734 -7.78068 1.87412 0.645394 0
4735 -7.78065 1.87886 0.646779 0
4736 -7.77136 1.88696 0.849615 0
4737 -7.67833 1.88365 0.657211 0
4738 -7.62808 1.87683 0.647207 0
4739 -7.56289 1.83115 0.663517 0
4740 -7.56149 1.79574 0.651192 0
4741 -7.56107 1.82105 0.848252 0
4742 -7.55159 2.15687 0.787007 0
4743 -7.59743 1.5572 0.785 0
4744 -7.55056 1.65735 0.849589 0
4745 -7.55076 1.60939 0.662562 0
4746 -7.55426 1.60246 0.659022 0
4747 -7.57473 1.57744 0.652583 0
4748 -7.59361 1.55899 0.660188 0
4749 -7.57392 1.59539 0.651026 0
4750 -7.59882 1.56155 0.787007 0
4751 -7.58152 1.57203 0.848518 0
4752 -7.55311 1.62364 0.848262 0
4753 -7.55234 1.6196 0.849675 0
4754 -7.84298 1.55382 0.84848 0
4755 -7.94369 1.61651 0.725 0
4756 -7.77389 1.55401 0.787007 0
4757 -7.85734 1.55394 0.848179 0
4758 -7.9127 1.56813 0.658763 0
4759 -7.93171 1.5924 0.655151 0
4760 -7.86849 1.55768 0.649381 0
4761 -7.93504 1.622 0.647902 0
4762 -7.91883 1.59118 0.652185 0
4763 -7.93896 1.62146 0.787007 0
4764 -7.93966 1.61868 0.848739 0
4765 -7.906 1.56654 0.849874 0
4766 -7.90926 1.56898 0.849934 0
4767 -7.89776 1.56244 0.849103 0
4768 -7.96176 2.22725 0.845 0
4769 -7.92621 1.5863 0.849266 0
4770 -7.90109 1.90607 0.85 0
4771 -7.55014 1.87033 0.85 0
4772 -7.53755 2.24163 0.85 0
4773 -7.91946 1.54083 0.85 0
4774 -5.17653 3.25571 1.60833 0
4775 -4.09653 3.88571 6.3662 0.324865
4776 -5.50986 3.76904 4.76 0
4777 -0.146525 1.10904 4.12 0
4778 -4.70319 -3.21429 4.43667 0
4779 -6.69653 -3.31429 6.38406 0
4780 -4.29653 -3.21429 4.75667 0
4781 -8.02986 2.12571 4.13333 0
4782 -0.146525 -2.01763 1.78667 0
4783 -8.16319 -1.81429 4.10746 0.1816
4784 -8.19653 2.47904 5.16667 0.442472
4785 -8.04653 -2.01096 4.78667 0
4786 -7.99653 0.665707 5.6 0
4787 -8.08986 -2.41763 3.8 0
4788 -8.03986 -2.41763 3.8 0
4789 -0.146525 -2.25096 1.45333 0
4790 -0.129859 -1.60429 1.44 0
4791 -0.196525 3.26904 1.51667 0
4792 -6.70986 3.73571 1.78667 0
4793 -3.78946 0.223563 1 0
4794 -3.79965 0.338819 1 0
4795 -3.78292 0.351961 1 0
4796 -5.19853 -0.140643 1.7619 0
4797 -6.98817 3.68253 0.51715 0
4798 -3.75558 0.38869 0.4727 0
4799 -7.99335 1.17078 0.44095 0
4800 -3.79753 0.268373 0 0
4801 -8.12986 -0.914293 2.75 0
4802 -1.46319 3.88571 0.840796 0.631913
4803 -3.61319 3.68571 2.43333 0
4804 -0.713192 3.68571 1.51667 0
4805 -6.50653 3.76571 0.79 0
4806 -6.29986 3.76237 0.8 0
4807 -6.50319 3.75237 1.76 0
4808 -5.17653 -2.25429 0.691667 0
4809 -3.80653 -1.62142 4 0
4810 -3.73319 -0.617627 3 0
4811 -3.69653 1.90667 6.66094 0
4812 -7.99653 -0.207627 5 0
4813 -9.72986 3.81237 3.2683 0
4814 -12.7965 3.84904 1 0.173665
4815 -0.0631919 -0.287928 3 0
4816 -0.196525 1.01814 0.840595 0
4817 -0.196525 0.0981352 1.5906 0
4818 -0.529859 -1.12853 2.625 0
4819 -12.7965 2.58571 -0.166667 0.667349
4820 -0.529859 -1.4352 2.7781 0
4821 -7.80003 2.06317 0.978992 0
4822 -7.8037 2.06023 0.976844 0
4823 -7.78647 2.04701 0.990859 0
4824 -7.80038 2.05214 1.0069 0
4825 -7.79402 2.0643 0.977864 0
4826 -7.79673 2.07055 0.982387 0
4827 -7.94288 1.92068 1 0
4828 -7.86706 1.91494 1.02686 0
4829 -7.90423 1.90896 0.990282 0
4830 -7.93356 1.9286 0.97 0
4831 -7.92941 1.89342 0.85 0
4832 -7.94171 1.93033 0.93 0
4833 -7.95157 1.89222 0.93 0
4834 -7.94367 1.92939 0.89 0
4835 -7.7988 2.04978 0.973366 0
4836 -7.92504 1.93138 0.860834 0
4837 -7.87992 1.96399 0.941514 0
4838 -7.96063 2.22108 0.85 0
4839 -7.94291 2.25863 0.85 0
4840 -7.53554 2.23677 0.85 0
4841 -7.65909 2.27316 0.85 0
4842 -7.55955 2.209 0.651063 0
4843 -7.58198 2.23975 0.651883 0
4844 -7.55734 2.18929 0.654617 0
4845 -7.61098 2.25202 0.657262 0
4846 -7.6017 2.23929 0.650691 0
4847 -7.61005 2.25429 0.848824 0
4848 -7.55142 2.12184 0.848459 0
4849 -7.55459 2.016 0.649444 0
4850 -7.55318 2.01638 0.659125 0
4851 -7.56026 1.98393 0.661391 0
4852 -7.56244 1.98915 0.787007 0
4853 -7.57963 1.96381 0.658896 0
4854 -7.60262 1.95918 0.651335 0
4855 -7.61387 1.93066 0.66206 0
4856 -7.6225 1.94311 0.650609 0
4857 -7.63142 1.92571 0.653615 0
4858 -7.62911 1.93671 0.651587 0
4859 -7.6237 1.92896 0.849371 0
4860 -7.62922 1.93128 0.655516 0
4861 -7.67835 1.92629 0.660424 0
4862 -7.65659 1.9255 0.787007 0
4863 -7.62113 1.92993 0.849645 0
4864 -7.73627 1.92512 0.848949 0
4865 -7.76531 1.92531 0.84848 0
4866 -7.85593 1.9219 0.661405 0
4867 -7.77809 1.92529 0.848494 0
4868 -7.86071 1.92969 0.656406 0
4869 -7.85863 1.92541 0.849727 0
4870 -7.87599 1.93265 0.849325 0
4871 -7.90003 1.94949 0.66179 0
4872 -7.88582 1.94179 0.787007 0
4873 -7.88165 1.93629 0.849714 0
4874 -7.93937 1.99309 0.785 0
4875 -7.92891 2.00587 0.645721 0
4876 -7.93722 1.99817 0.848801 0
4877 -7.92604 1.98158 0.848949 0
4878 -7.94024 2.04588 0.659293 0
4879 -7.7686 2.05046 0.646667 0
4880 -7.94255 2.17312 0.849646 0
4881 -7.74139 1.74191 0.648333 0
4882 -7.7242 1.7551 0.646667 0
4883 -6.63545 -0.263717 0.3673 0
4884 -5.29604 -0.339424 0.3673 0
4885 -5.30469 0.206781 0.36095 0
4886 -6.72248 -0.235943 0.240633 0
4887 -5.3844 -0.334732 0.0349136 0
4888 -6.525 0.0238619 0.0158636 0
4889 -5.39423 -0.196802 0.0158636 0
4890 -5.41218 -0.0933766 0.0285636 0
4891 -5.37224 -0.363093 0.0445064 0
4892 -5.33446 -0.329109 0.0650233 0
4893 -5.38573 -0.365091 0.0434522 0
